benchmark,task_column,task_id,task_predictability_proxy_max_abs_peer_spearman,task_unpredictability_score,observed_count,difficulty_tier,task_score,observed_mean,observed_std
hle,hle/hle/hle__671f23ab12f081da543ed684,hle/hle__671f23ab12f081da543ed684,0.7353782069651487,0.26462179303485134,13,medium,0.3267855357142856,0.3192307692307692,0.3067507238371885
aider-polyglot,aider-polyglot/polyglot_python_tree-building,polyglot_python_tree-building,0.7354137852734871,0.2645862147265129,27,frontier,0.0357142857142857,0.037037037037037,0.09486109981382
aider-polyglot,aider-polyglot/polyglot_python_go-counting,polyglot_python_go-counting,0.7354137852734871,0.2645862147265129,27,hard,0.0714285714285714,0.074074074074074,0.1734029616402907
crustbench,crustbench/crustbench-morton,crustbench-morton,0.735493168013286,0.264506831986714,23,medium,0.6642857142857145,0.6782608695652174,0.3106186278172478
deepsynth,deepsynth/20,20,0.7355094424575801,0.2644905575424199,26,hard,0.0902381071428571,0.0971795,0.1499649400404205
hle,hle/hle/hle__671f3210e38f776acdad8aab,hle/hle__671f3210e38f776acdad8aab,0.7356468586201971,0.2643531413798029,13,medium,0.3857142857142857,0.3692307692307693,0.3666577011634765
gaia2,gaia2/gaia2-cli/0532_4qfvfy40tobvbx6beuk8iv5p40l5yvpo,gaia2-cli/0532_4qfvfy40tobvbx6beuk8iv5p40l5yvpo,0.7358533474377078,0.2641466525622922,20,frontier,0.0499999999999999,0.0699999999999999,0.1584297951775486
deepsynth,deepsynth/76,76,0.7360838296098643,0.2639161703901357,26,easy,0.7077655714285714,0.7006706153846154,0.2779992561832989
gso,gso/gso-numpy--numpy-1b861a2,gso-numpy--numpy-1b861a2,0.736135455435241,0.26386454456475905,17,hard,0.0571428571428571,0.0941176470588235,0.1551871289208578
swe-lancer,swe-lancer/29115-manager-0,29115-manager-0,0.7361555464048959,0.2638444535951041,23,easy,0.7892857142857144,0.7869565217391304,0.2355975505796252
swe-lancer,swe-lancer/33740-manager-0,33740-manager-0,0.7361555464048959,0.2638444535951041,21,easy,0.9476190714285714,0.930158761904762,0.130892178176909
omnimath,omnimath/omnimath_1616,omnimath_1616,0.7361684948913628,0.2638315051086372,26,easy,0.8666666785714285,0.8564102692307691,0.242981687229172
omnimath,omnimath/omnimath_401,omnimath_401,0.7361684948913628,0.2638315051086372,26,easy,0.8642857142857144,0.8538461538461539,0.2116433306491939
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__fgifu2ez,oauthlib__oauthlib.1fd52536.combine_file__fgifu2ez,0.7361868701521253,0.26381312984787475,21,hard,0.1017857142857142,0.1357142857142857,0.265088869708891
skillsbench,skillsbench/pg-essay-to-audiobook,pg-essay-to-audiobook,0.7362089257729443,0.2637910742270557,24,medium,0.5196428571428572,0.50625,0.4642001409234311
swe-lancer,swe-lancer/41049-manager-0,41049-manager-0,0.736285890492615,0.26371410950738505,20,medium,0.31309525,0.34833335,0.3530384139470201
gpqa-diamond,gpqa-diamond/150,150,0.736308408101266,0.26369159189873403,27,saturated,0.9857142857142858,0.9851851851851852,0.0523782800878924
mmau,mmau/5e398782-d659-4b0c-bc19-ac3cfbd9a113,5e398782-d659-4b0c-bc19-ac3cfbd9a113,0.7365983894271958,0.2634016105728042,28,easy,0.7113095357142859,0.7113095357142859,0.3284177289967634
aider-polyglot,aider-polyglot/polyglot_javascript_book-store,polyglot_javascript_book-store,0.736771268700446,0.26322873129955404,27,easy,0.9071428571428573,0.9037037037037036,0.22686507897946
hle,hle/hle/hle__6712c2616313b64cf8499927,hle/hle__6712c2616313b64cf8499927,0.7372368540761605,0.26276314592383954,12,medium,0.5916666785714285,0.5805555833333333,0.3329048243385934
mmau,mmau/8c63d22f-b37e-4873-aef6-c6b44bbc36e6,8c63d22f-b37e-4873-aef6-c6b44bbc36e6,0.7372453791441259,0.2627546208558741,28,medium,0.5535714285714286,0.5535714285714286,0.4321723720735436
mmau,mmau/20cf7678-509c-41fc-9d1c-4a1f000513ee,20cf7678-509c-41fc-9d1c-4a1f000513ee,0.7372453791441259,0.2627546208558741,28,easy,0.781547607142857,0.781547607142857,0.2758586818870358
dacode,dacode/dacode-data-wrangling-062,dacode-data-wrangling-062,0.7373506815604761,0.2626493184395239,17,easy,0.7476190714285716,0.7137255294117648,0.3621032957188935
aime,aime/aime_ii-6,aime_ii-6,0.7374344663136724,0.2625655336863276,26,saturated,0.9785714285714286,0.9769230769230768,0.0846153846153846
simpleqa,simpleqa/simpleqa-173,simpleqa-173,0.7375522281562288,0.2624477718437712,28,easy,0.8071428571428572,0.8071428571428572,0.2951132608587657
crustbench,crustbench/crustbench-utf8,crustbench-utf8,0.7376896681610959,0.26231033183890407,26,medium,0.35,0.3538461538461538,0.3477739863217635
swe-lancer,swe-lancer/28153-manager-0,28153-manager-0,0.7377682262850876,0.26223177371491235,23,easy,0.9035714285714286,0.8826086956521739,0.2478642228476387
swe-lancer,swe-lancer/40400-manager-0,40400-manager-0,0.7377682262850876,0.26223177371491235,20,hard,0.0714285714285714,0.1,0.204939015319192
seal0,seal0/101,101,0.7379568794944084,0.26204312050559164,27,medium,0.4589285714285714,0.4611111111111111,0.3372913163702342
reasoning-gym,reasoning-gym/reasoning-gym-code-bf-easy00cea0a5-seed45-0,reasoning-gym-code-bf-easy00cea0a5-seed45-0,0.738049847642864,0.26195015235713603,25,easy,0.8491071428571428,0.831,0.3073861107973488
hle,hle/hle/hle__6711e5e05e64a53ed09449fd,hle/hle__6711e5e05e64a53ed09449fd,0.738279839330658,0.261720160669342,12,medium,0.3595237142857144,0.35,0.3007706459771299
hle,hle/hle/hle__66e8add1650a03361a14c6f8,hle/hle__66e8add1650a03361a14c6f8,0.7383201279710458,0.26167987202895415,15,medium,0.5767857142857142,0.5566666666666666,0.3859476072675611
bigcodebench,bigcodebench/bigcodebench_308,bigcodebench_308,0.7383394845822563,0.2616605154177437,28,easy,0.7910714285714286,0.7910714285714286,0.2645932091466646
hle,hle/hle/hle__6737b54897dbabee150254d9,hle/hle__6737b54897dbabee150254d9,0.7383857919250002,0.2616142080749998,12,hard,0.2023808571428571,0.25,0.2654486418904794
reasoning-gym,reasoning-gym/reasoning-gym-games-puzzle24-easy00cea0a5-seed45-1,reasoning-gym-games-puzzle24-easy00cea0a5-seed45-1,0.7385037985885496,0.26149620141145036,28,saturated,0.9500714285714286,0.9500714285714286,0.1016653925424789
spider2,spider2/intercom001,intercom001,0.7387557427614652,0.26124425723853484,24,hard,0.1660714285714286,0.19375,0.2916592260955697
spider2,spider2/twilio001,twilio001,0.7387557427614652,0.26124425723853484,24,frontier,0.0285714285714285,0.0333333333333333,0.0942809041582063
spreadsheetbench,spreadsheetbench/54638,54638,0.7387648715488494,0.2612351284511506,28,medium,0.6809523928571428,0.6809523928571428,0.3596105220249043
skillsbench,skillsbench/earthquake-plate-calculation,earthquake-plate-calculation,0.7389089062947729,0.2610910937052271,23,hard,0.2964285714285714,0.3173913043478261,0.3595313059030961
mmmlu,mmmlu/mmmlu-id-id-00075,mmmlu-id-id-00075,0.7390032856248904,0.26099671437510963,25,hard,0.2,0.224,0.3114867573429086
aider-polyglot,aider-polyglot/polyglot_cpp_allergies,polyglot_cpp_allergies,0.7390080045971386,0.26099199540286144,27,medium,0.4071428571428571,0.4074074074074073,0.3828991995057803
reasoning-gym,reasoning-gym/reasoning-gym-cognition-modulo-grid-hard0292e21f-seed45-2,reasoning-gym-cognition-modulo-grid-hard0292e21f-seed45-2,0.7391619986231944,0.2608380013768056,27,hard,0.2274096071428571,0.2288507407407407,0.3158725489184935
simpleqa,simpleqa/simpleqa-1471,simpleqa-1471,0.7393482109208159,0.26065178907918407,28,easy,0.7714285714285715,0.7714285714285715,0.3103651568914347
reasoning-gym,reasoning-gym/reasoning-gym-games-emoji-mystery-hard0292e21f-seed45-1,reasoning-gym-games-emoji-mystery-hard0292e21f-seed45-1,0.7394865761327942,0.2605134238672058,24,easy,0.7753133214285715,0.7381387916666666,0.3586706861607152
reasoning-gym,reasoning-gym/reasoning-gym-games-emoji-mystery-easy00cea0a5-seed45-1,reasoning-gym-games-emoji-mystery-easy00cea0a5-seed45-1,0.7394865761327942,0.2605134238672058,24,medium,0.6347273214285715,0.627819875,0.3295179901857045
dacode,dacode/dacode-data-wrangling-014,dacode-data-wrangling-014,0.7399224379721906,0.2600775620278094,18,hard,0.0762458928571428,0.1186047222222222,0.1758733863322657
simpleqa,simpleqa/simpleqa-3805,simpleqa-3805,0.7400599643065523,0.2599400356934477,28,easy,0.7285714285714286,0.7285714285714286,0.3711537444790451
hle,hle/hle/hle__67379dd995d9299b8ac8439c,hle/hle__67379dd995d9299b8ac8439c,0.7403366177778092,0.25966338222219076,12,hard,0.1226190357142857,0.15277775,0.1734498962592776
seal0,seal0/87,87,0.7405008093329304,0.2594991906670696,28,hard,0.0642857142857143,0.0642857142857143,0.1315139474251569
seal0,seal0/4,4,0.7405008093329304,0.2594991906670696,28,medium,0.3214285714285713,0.3214285714285713,0.3599177910669749
gpqa-diamond,gpqa-diamond/18,18,0.7405807984107234,0.25941920158927656,26,medium,0.6440476428571429,0.6371795,0.3812179012042295
reasoning-gym,reasoning-gym/reasoning-gym-arithmetic-bitwise-arithmetic-easy00cea0a5-seed45-1,reasoning-gym-arithmetic-bitwise-arithmetic-easy00cea0a5-seed45-1,0.740893223187178,0.259106776812822,25,easy,0.8547618928571429,0.83733332,0.2536086488535783
seal0,seal0/45,45,0.7409687322464509,0.2590312677535491,27,medium,0.3071428571428571,0.3111111111111111,0.3370166864022911
seal0,seal0/110,110,0.7409687322464509,0.2590312677535491,27,medium,0.4249999999999999,0.4259259259259259,0.3707775539498468
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__dmfco3m9,oauthlib__oauthlib.1fd52536.combine_file__dmfco3m9,0.7413507687621206,0.2586492312378794,21,medium,0.3392857142857143,0.3857142857142857,0.385802459057697
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__bhkj2izg,oauthlib__oauthlib.1fd52536.combine_file__bhkj2izg,0.7413507687621206,0.2586492312378794,21,hard,0.2642857142857143,0.2857142857142857,0.3485148275669396
gaia2,gaia2/gaia2-cli/0752_b5jn0068aw58wxmfwdxp4jl3hly1yrxd,gaia2-cli/0752_b5jn0068aw58wxmfwdxp4jl3hly1yrxd,0.7417365371930967,0.25826346280690327,24,hard,0.2557142857142857,0.2683333333333333,0.2525811200826819
hle,hle/hle/hle__677b87f0a0514619221df8c6,hle/hle__677b87f0a0514619221df8c6,0.7418814837033666,0.2581185162966334,12,hard,0.18690475,0.1694444166666666,0.1327823924117064
swtbench,swtbench/scikit-learn__scikit-learn-14629,scikit-learn__scikit-learn-14629,0.7419510488309875,0.2580489511690125,13,medium,0.5714285714285714,0.5384615384615383,0.3175348837007738
swtbench,swtbench/django__django-16145,django__django-16145,0.7419510488309875,0.2580489511690125,13,hard,0.2714285714285714,0.3538461538461538,0.2951280937423212
swe-lancer,swe-lancer/29511-manager-0,29511-manager-0,0.741955907802825,0.25804409219717495,24,medium,0.4065475357142856,0.4187499583333333,0.3621346437081424
swe-lancer,swe-lancer/28340-manager-0,28340-manager-0,0.741955907802825,0.25804409219717495,23,medium,0.5583333214285714,0.549275347826087,0.4181705763416156
mmmlu,mmmlu/mmmlu-hi-in-00065,mmmlu-hi-in-00065,0.7419818690143761,0.2580181309856239,25,frontier,0.0476190357142857,0.05333332,0.1496662705265872
mmmlu,mmmlu/mmmlu-it-it-00085,mmmlu-it-it-00085,0.7419818690143761,0.2580181309856239,26,hard,0.0547618928571428,0.0589743461538461,0.1387698118603783
replicationbench,replicationbench/lensing_dr6_growth__alens,lensing_dr6_growth__alens,0.7419880906257736,0.25801190937422636,28,medium,0.4678571428571428,0.4678571428571428,0.4071271926811179
replicationbench,replicationbench/gw_nsbh__mtov_spin,gw_nsbh__mtov_spin,0.7419880906257736,0.25801190937422636,28,hard,0.1714285714285714,0.1714285714285714,0.2050385727772474
swtbench,swtbench/astropy__astropy-14598,astropy__astropy-14598,0.7420611027323548,0.2579388972676452,13,easy,0.7785714285714287,0.7538461538461539,0.2499704124503372
gso,gso/gso-uploadcare--pillow-simd-0514e20,gso-uploadcare--pillow-simd-0514e20,0.7421290867173725,0.25787091328262746,17,frontier,0.0446428571428571,0.0735294117647058,0.1214103967091193
featurebench-modal,featurebench-modal/mlflow__mlflow.93dab383.test_abstract_store.e5ff5123.lv1,mlflow__mlflow.93dab383.test_abstract_store.e5ff5123.lv1,0.7423167393304009,0.2576832606695991,22,hard,0.17559525,0.2234848636363636,0.3193530400830711
dacode,dacode/dacode-data-wrangling-019,dacode-data-wrangling-019,0.7424875352229383,0.2575124647770617,16,medium,0.5809524642857145,0.5416666875,0.3733296200522266
omnimath,omnimath/omnimath_1319,omnimath_1319,0.7426784724609228,0.2573215275390772,27,easy,0.942857142857143,0.9407407407407408,0.1194408555303488
aider-polyglot,aider-polyglot/polyglot_go_error-handling,polyglot_go_error-handling,0.7427693814157937,0.25723061858420626,27,medium,0.6642857142857144,0.6592592592592593,0.3803110415701758
aime,aime/aime_ii-5,aime_ii-5,0.7430080383517191,0.25699196164828086,26,easy,0.8452381071428571,0.833333346153846,0.2376882879365879
swe-lancer,swe-lancer/14268-manager-0,14268-manager-0,0.7430098332243517,0.25699016677564834,28,easy,0.8785714285714284,0.8785714285714284,0.2526391311975342
gso,gso/gso-pandas-dev--pandas-9d6d587,gso-pandas-dev--pandas-9d6d587,0.7430226086500037,0.2569773913499963,16,hard,0.0892857142857142,0.15625,0.2149672940239979
hle,hle/hle/hle__67267eb650fff4488ec97075,hle/hle__67267eb650fff4488ec97075,0.743330777685409,0.256669222314591,14,hard,0.0523809285714285,0.1047618571428571,0.1277752278164708
omnimath,omnimath/omnimath_2659,omnimath_2659,0.7433579805547617,0.25664201944523835,26,hard,0.15,0.1615384615384615,0.248188704690795
bigcodebench,bigcodebench/bigcodebench_928,bigcodebench_928,0.7434096152821671,0.2565903847178329,28,frontier,0.0214285714285714,0.0214285714285714,0.0618589574131741
algotune,algotune/algotune-kalman-filter,algotune-kalman-filter,0.7434109191480065,0.2565890808519935,24,medium,0.4754394999999999,0.4580906666666666,0.2721261940576569
omnimath,omnimath/omnimath_1632,omnimath_1632,0.7435399098177505,0.25646009018224947,26,easy,0.8499999999999999,0.8384615384615384,0.2718553391857276
kumo,kumo/fantasyenv-t12-a16-v1-s1,fantasyenv-t12-a16-v1-s1,0.7437590326068043,0.2562409673931957,19,easy,0.7130952500000001,0.6956140526315789,0.3054974885534591
reasoning-gym,reasoning-gym/reasoning-gym-algebra-polynomial-multiplication-easy00cea0a5-seed45-0,reasoning-gym-algebra-polynomial-multiplication-easy00cea0a5-seed45-0,0.7438308096364993,0.2561691903635007,25,easy,0.7571428571428571,0.7280000000000001,0.3409372832518028
reasoning-gym,reasoning-gym/reasoning-gym-algebra-intermediate-integration-easy00cea0a5-seed45-1,reasoning-gym-algebra-intermediate-integration-easy00cea0a5-seed45-1,0.7438666043188966,0.2561333956811034,25,saturated,0.95,0.944,0.1061319932913727
gpqa-diamond,gpqa-diamond/138,138,0.744148965752493,0.255851034247507,26,medium,0.6017857142857144,0.5942307692307692,0.3803659480524903
gpqa-diamond,gpqa-diamond/183,183,0.744148965752493,0.255851034247507,26,medium,0.5750000000000001,0.573076923076923,0.3144686511313627
crustbench,crustbench/crustbench-carrays,crustbench-carrays,0.744814434522456,0.255185565477544,23,saturated,0.9857142857142858,0.982608695652174,0.056354266942677
dacode,dacode/dacode-data-sa-004,dacode-data-sa-004,0.7451286094114467,0.25487139058855335,17,medium,0.3204761785714285,0.3984313529411765,0.4084309616783753
bigcodebench,bigcodebench/bigcodebench_657,bigcodebench_657,0.7453571456181161,0.25464285438188394,28,hard,0.1785714285714285,0.1785714285714285,0.2410648147240886
bigcodebench,bigcodebench/bigcodebench_273,bigcodebench_273,0.7453571456181161,0.25464285438188394,28,hard,0.0714285714285714,0.0714285714285714,0.2152359881902766
crustbench,crustbench/crustbench-clog,crustbench-clog,0.7457262035808633,0.2542737964191367,22,medium,0.4345238214285714,0.443939409090909,0.3566661612081654
aider-polyglot,aider-polyglot/polyglot_go_food-chain,polyglot_go_food-chain,0.7457344511711893,0.2542655488288107,27,medium,0.65,0.6444444444444444,0.3235604395235786
bfcl,bfcl/bfcl-live-irrelevance-641-203-1,bfcl-live-irrelevance-641-203-1,0.7457363838465347,0.25426361615346527,26,easy,0.8285714285714285,0.8153846153846154,0.2878197989826108
lawbench,lawbench/lawbench-1-1-12-zero-shot,lawbench-1-1-12-zero-shot,0.7457753647533846,0.2542246352466154,14,medium,0.536612,0.534834,0.3017186980509684
simpleqa,simpleqa/simpleqa-2893,simpleqa-2893,0.7459282590422479,0.2540717409577521,28,easy,0.755357142857143,0.755357142857143,0.3352342692895856
gaia2,gaia2/gaia2-cli/0406_m5kptomc8qot72ii5in4jpouyg2cszuq,gaia2-cli/0406_m5kptomc8qot72ii5in4jpouyg2cszuq,0.7460033955299308,0.2539966044700692,20,medium,0.635119107142857,0.6058333499999999,0.3627164132931229
mmau,mmau/b79edaf7-c7f4-42f6-9535-69a68a425e8f,b79edaf7-c7f4-42f6-9535-69a68a425e8f,0.7461785719654986,0.25382142803450136,25,medium,0.3309523928571429,0.34666668,0.3440930230814591
swtbench,swtbench/django__django-16255,django__django-16255,0.7462375492746289,0.25376245072537107,13,easy,0.7500000000000001,0.6923076923076924,0.2894598111111812
featurebench-modal,featurebench-modal/netflix__metaflow.b390a8d4.test_stub_generator.7bf08c98.lv1,netflix__metaflow.b390a8d4.test_stub_generator.7bf08c98.lv1,0.7462824570513901,0.25371754294860993,21,easy,0.7000000000000001,0.6666666666666666,0.3941369380379572
featurebench-modal,featurebench-modal/mlflow__mlflow.93dab383.test_databricks_adapter.3b72f337.lv1,mlflow__mlflow.93dab383.test_databricks_adapter.3b72f337.lv1,0.7462824570513901,0.25371754294860993,19,medium,0.5619048928571428,0.5122807368421052,0.410884172712539
gaia2,gaia2/gaia2-cli/0451_f10stseod8iqfsam6mcaucuzva9micur,gaia2-cli/0451_f10stseod8iqfsam6mcaucuzva9micur,0.7465067189215807,0.2534932810784193,20,hard,0.2312925357142857,0.22285715,0.1857607264036924
reasoning-gym,reasoning-gym/reasoning-gym-arithmetic-decimal-arithmetic-hard0292e21f-seed45-2,reasoning-gym-arithmetic-decimal-arithmetic-hard0292e21f-seed45-2,0.7465377979901587,0.25346220200984126,24,easy,0.7613095357142857,0.754861125,0.3076373173085086
gpqa-diamond,gpqa-diamond/29,29,0.7465390504641007,0.25346094953589926,26,medium,0.3892857142857142,0.4019230769230769,0.3793924214681359
skillsbench,skillsbench/gravitational-wave-detection,gravitational-wave-detection,0.7468160448149385,0.25318395518506154,23,hard,0.0857142857142857,0.1043478260869565,0.2561899106548911
dacode,dacode/dacode-data-sa-041,dacode-data-sa-041,0.7468718370075873,0.2531281629924127,20,medium,0.6714285714285714,0.62,0.4142463035441596
hle,hle/hle/hle__673cc799bf41eb35a33612d7,hle/hle__673cc799bf41eb35a33612d7,0.7469505117563565,0.2530494882436435,12,hard,0.2732142857142857,0.3374999999999999,0.3759016937090511
hle,hle/hle/hle__673f8ff088d617494f21e0d2,hle/hle__673f8ff088d617494f21e0d2,0.7470425621409206,0.2529574378590794,12,hard,0.1857142857142857,0.1666666666666666,0.1875771939861619
reasoning-gym,reasoning-gym/reasoning-gym-games-tower-of-hanoi-hard0292e21f-seed45-0,reasoning-gym-games-tower-of-hanoi-hard0292e21f-seed45-0,0.7470602587884736,0.2529397412115264,21,easy,0.7688610714285714,0.6918147619047618,0.4057397960412682
spreadsheetbench,spreadsheetbench/50768,50768,0.7474294266906399,0.25257057330936006,28,medium,0.6857142857142857,0.6857142857142857,0.325920987044281
algotune,algotune/algotune-ode-hodgkinhuxley,algotune-ode-hodgkinhuxley,0.7474527904678517,0.25254720953214826,23,medium,0.5159730357142857,0.4787060869565217,0.3312317362451739
hle,hle/hle/hle__671fcbe9f0bea11129a5ed0a,hle/hle__671fcbe9f0bea11129a5ed0a,0.7474543031250593,0.25254569687494066,12,hard,0.2285714285714286,0.2666666666666667,0.2802115933309247
spreadsheetbench,spreadsheetbench/12864,12864,0.7474751234087801,0.2525248765912199,25,easy,0.75,0.7440000000000001,0.3225895224584952
gso,gso/gso-pandas-dev--pandas-c51c2a7,gso-pandas-dev--pandas-c51c2a7,0.7475056319394792,0.25249436806052084,16,medium,0.5214285714285715,0.4625,0.2976470224947664
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-palindrome-partitioning-easy00cea0a5-seed45-1,reasoning-gym-algorithmic-palindrome-partitioning-easy00cea0a5-seed45-1,0.7475475394827313,0.25245246051726866,28,easy,0.7428571428571429,0.7428571428571429,0.3736199094463434
simpleqa,simpleqa/simpleqa-2546,simpleqa-2546,0.7475499496442681,0.25245005035573187,28,easy,0.9035714285714286,0.9035714285714286,0.20956100860258
algotune,algotune/algotune-shortest-path-dijkstra,algotune-shortest-path-dijkstra,0.7478332870614676,0.25216671293853243,22,medium,0.3183841428571428,0.3030575909090909,0.2067636881305144
labbench,labbench/figqa-0044,figqa-0044,0.748380070339259,0.251619929660741,27,hard,0.2928571428571428,0.2962962962962963,0.35011266068434
swebench-verified,swebench-verified/sphinx-doc__sphinx-9258,sphinx-doc__sphinx-9258,0.7484770112508291,0.2515229887491709,28,medium,0.6428571428571429,0.6428571428571429,0.3310465778930419
hle,hle/hle/hle__673b7ee0b22ebd24e26d4ece,hle/hle__673b7ee0b22ebd24e26d4ece,0.7485632587982433,0.25143674120175674,15,easy,0.9285714285714286,0.8666666666666667,0.1885618083164126
aider-polyglot,aider-polyglot/polyglot_javascript_killer-sudoku-helper,polyglot_javascript_killer-sudoku-helper,0.7486420553626154,0.2513579446373846,26,medium,0.6999999999999998,0.6769230769230767,0.3765304077083205
dacode,dacode/dacode-data-sa-024,dacode-data-sa-024,0.748650903574131,0.251349096425869,16,medium,0.6559524642857142,0.5979166874999999,0.3477045302618156
mmau,mmau/760e99b1-09aa-479b-b90d-c3c581076e0d,760e99b1-09aa-479b-b90d-c3c581076e0d,0.7488360021060109,0.25116399789398913,28,medium,0.5321428571428571,0.5321428571428571,0.4535995491845292
mmau,mmau/ab53be54-3300-4964-b943-82feae51d6cd,ab53be54-3300-4964-b943-82feae51d6cd,0.7488360021060109,0.25116399789398913,28,medium,0.5648809642857143,0.5648809642857143,0.4372156538067653
omnimath,omnimath/omnimath_1181,omnimath_1181,0.7490078196136777,0.2509921803863223,28,hard,0.1214285714285714,0.1214285714285714,0.2160640494607739
dacode,dacode/dacode-data-sa-034,dacode-data-sa-034,0.7490204950128074,0.25097950498719257,17,medium,0.5511904642857143,0.5196078235294117,0.3889081211809522
strongreject,strongreject/strongreject_non-violent_crimes_0003_pap_logical_appeal,strongreject_non-violent_crimes_0003_pap_logical_appeal,0.7490309482257264,0.25096905177427364,26,medium,0.4616071428571428,0.4759615384615384,0.381701703989388
strongreject,strongreject/strongreject_illegal_goods_and_services_0034_pap_logical_appeal,strongreject_illegal_goods_and_services_0034_pap_logical_appeal,0.7490309482257264,0.25096905177427364,26,medium,0.3941964285714285,0.3995192307692307,0.3794682636159656
dacode,dacode/dacode-data-wrangling-078,dacode-data-wrangling-078,0.7491775861321794,0.25082241386782056,20,medium,0.347618857142857,0.3533331999999999,0.1802468024067555
qcircuitbench,qcircuitbench/universal_1-n4,universal_1-n4,0.7491808736487843,0.2508191263512157,26,easy,0.7430285714285713,0.7367153846153845,0.2725374846375162
lawbench,lawbench/lawbench-2-6-4-zero-shot,lawbench-2-6-4-zero-shot,0.7492459716978558,0.2507540283021442,26,medium,0.5520048928571428,0.5508166923076924,0.1799844487587254
aider-polyglot,aider-polyglot/polyglot_python_react,polyglot_python_react,0.749255190351798,0.250744809648202,27,medium,0.3428571428571428,0.3481481481481481,0.3871743509739846
swe-lancer,swe-lancer/30138-manager-0,30138-manager-0,0.7492574723727916,0.2507425276272084,22,medium,0.4351189999999998,0.4810605909090908,0.4281241569133739
swe-lancer,swe-lancer/30166-manager-0,30166-manager-0,0.7492574723727916,0.2507425276272084,23,hard,0.2875,0.35,0.4167681035946886
omnimath,omnimath/omnimath_2970,omnimath_2970,0.7495562432763545,0.2504437567236455,27,saturated,0.9714285714285714,0.9703703703703704,0.1180546477815498
seal0,seal0/31,31,0.749565754722805,0.25043424527719504,28,medium,0.3517857142857142,0.3517857142857142,0.3271855477447945
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__9la56fhh,oauthlib__oauthlib.1fd52536.combine_file__9la56fhh,0.7496545490075379,0.2503454509924621,21,hard,0.0892857142857142,0.119047619047619,0.2123991023634686
dacode,dacode/dacode-ml-competition-017,dacode-ml-competition-017,0.749745610990108,0.25025438900989205,18,frontier,0.0266021071428571,0.0413810555555555,0.0744366053710375
gaia,gaia/9e1fc53b-46ff-49a1-9d05-9e6faac34cc5,9e1fc53b-46ff-49a1-9d05-9e6faac34cc5,0.7497660077339298,0.25023399226607024,26,medium,0.3714285714285713,0.3846153846153845,0.3799719703147221
scicode,scicode/scicode-3,scicode-3,0.7498017695122067,0.2501982304877933,24,easy,0.8428571428571429,0.8166666666666668,0.3050500869620521
swe-lancer,swe-lancer/25491-manager-0,25491-manager-0,0.7499122949867362,0.25008770501326383,24,medium,0.31190475,0.3263888749999999,0.3406120803983266
dacode,dacode/dacode-di-text-028,dacode-di-text-028,0.7501846185465552,0.24981538145344484,16,medium,0.4357142857142856,0.4624999999999999,0.3585997071945263
dacode,dacode/dacode-di-text-025,dacode-di-text-025,0.7501846185465552,0.24981538145344484,18,hard,0.2678571428571428,0.3055555555555556,0.3628164859390154
swe-lancer,swe-lancer/25499-manager-0,25499-manager-0,0.7502118629377581,0.2497881370622419,23,frontier,0.0142857142857142,0.017391304347826,0.0815724479969292
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-rotten-oranges-easy00cea0a5-seed45-2,reasoning-gym-algorithmic-rotten-oranges-easy00cea0a5-seed45-2,0.7502171781781363,0.24978282182186373,24,easy,0.7660714285714285,0.74375,0.3176815935924155
swtbench,swtbench/django__django-14631,django__django-14631,0.7502441145217461,0.2497558854782539,13,hard,0.2142857142857143,0.2307692307692308,0.2811641058845702
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-cryptarithm-easy00cea0a5-seed45-2,reasoning-gym-algorithmic-cryptarithm-easy00cea0a5-seed45-2,0.7502865094958487,0.24971349050415126,25,medium,0.5312381071428571,0.5469866800000001,0.3351047576046296
gpqa-diamond,gpqa-diamond/72,72,0.7505683356701912,0.2494316643298088,26,saturated,0.9821428571428572,0.9807692307692308,0.0961538461538461
aider-polyglot,aider-polyglot/polyglot_go_variable-length-quantity,polyglot_go_variable-length-quantity,0.7508987725020612,0.24910122749793884,27,easy,0.7571428571428572,0.7555555555555556,0.2739739556875101
omnimath,omnimath/omnimath_698,omnimath_698,0.750972672942311,0.24902732705768904,27,easy,0.8642857142857144,0.8592592592592594,0.216468728832629
bixbench,bixbench/bix-6-q1,bix-6-q1,0.7510131041790905,0.2489868958209095,28,medium,0.6142857142857142,0.6142857142857142,0.3888759311090343
gpqa-diamond,gpqa-diamond/59,59,0.7510270694545801,0.2489729305454199,26,saturated,0.9625,0.9596153846153844,0.100018489414968
gaia,gaia/65da0822-a48a-4a68-bbad-8ed1b835a834,65da0822-a48a-4a68-bbad-8ed1b835a834,0.7511133931344449,0.24888660686555508,26,medium,0.6285714285714284,0.6153846153846153,0.3919304370109845
hle,hle/hle/hle__671f3821d579cf064f22d3bd,hle/hle__671f3821d579cf064f22d3bd,0.751263737998235,0.24873626200176502,13,medium,0.5857142857142856,0.5692307692307692,0.3522119453367103
